Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
352,797345428,savmario (2/3),0,36.46,QB AJ McCarron RB Joe Mixon WR Alex Erickson TE Tyler Kroft FLEX Kareem Hunt WR Kevin Norwood WR Roger Lewis DST Steelers  RB Kapri Bibbs,,,
352,797440812,blantj (2/2),0,36.46,RB Joe Mixon FLEX Tyler Kroft WR Chris Conley WR Tyreek Hill TE Orson Charles RB Khalid Abdullah WR Jerome Lane QB Jameis Winston DST Buccaneers ,,,
354,797232878,IceIceBrady (9/15),0,36.44,TE Mason Schreck RB Kareem Hunt QB Josh Johnson RB Orleans Darkwa WR Travis Rudolph DST Giants  WR Aldrick Robinson WR Trent Taylor FLEX Chris Godwin,,,
355,797215276,ar623521,0,36.3,RB Joe Mixon WR Tyler Boyd DST Chiefs  FLEX Evan Engram QB Joshua Dobbs WR Martavis Bryant WR Aldrick Robinson RB Charles Sims TE O.J. Howard,,,
356,797279847,Archibus (14/15),0,36.26,RB Joe Mixon RB C.J. Spiller WR Darius Powe FLEX Trent Taylor QB Jameis Winston WR Mike Evans WR Chris Godwin TE O.J. Howard DST Buccaneers ,,,
356,797495039,Killiger,0,36.26,RB Joe Mixon WR Brandon LaFell QB Patrick Mahomes II RB Spencer Ware DST Chiefs  WR Darrius Heyward-Bey WR Martavis Bryant FLEX Jacquizz Rodgers TE O.J. Howard,,,
358,797242328,Genghis_Khan1 (13/15),0,36.2,RB Joe Mixon RB Kareem Hunt FLEX Darius Powe DST Giants  QB Joshua Dobbs WR JuJu Smith-Schuster TE Xavier Grimble WR Trent Taylor WR Chris Godwin,,,
358,797242329,Genghis_Khan1 (14/15),0,36.2,RB Joe Mixon RB Kareem Hunt FLEX Darius Powe DST Giants  QB Joshua Dobbs WR JuJu Smith-Schuster WR Trent Taylor WR Chris Godwin TE O.J. Howard,,,
358,797477592,karladfs (8/15),0,36.2,RB Joe Mixon RB Kareem Hunt FLEX Wayne Gallman DST Giants  QB Joshua Dobbs WR JuJu Smith-Schuster TE Xavier Grimble WR Trent Taylor WR Chris Godwin,,,
361,797479629,Jgoolsby (5/15),0,36.14,WR Tyler Boyd RB C.J. Spiller FLEX Gavin Escobar QB Josh Johnson TE Evan Engram DST Steelers  WR Aldrick Robinson RB Doug Martin WR Josh Huff,,,
362,797463765,Mallen21 (3/15),0,36.06,QB AJ McCarron RB Joe Mixon WR Alex Erickson FLEX Kareem Hunt TE Ross Travis DST Chiefs  RB Orleans Darkwa WR Trent Taylor WR Chris Godwin,,,
363,797547988,bigbooh00723,0,36,RB Spencer Ware RB Paul Perkins FLEX Orleans Darkwa WR Odell Beckham Jr. DST Giants  WR Jeremy Kerley QB Ryan Fitzpatrick WR Adam Humphries TE Cameron Brate,,,
364,797557635,WBNECrew (10/15),0,35.96,RB Stanley Williams FLEX Jeremy Hill WR Brandon LaFell WR A.J. Green TE Cethan Carter DST Giants  RB Carlos Hyde QB Jameis Winston WR Mike Evans,,,
365,797305967,bac544385,0,35.9,RB Kareem Hunt FLEX Tyreek Hill DST Chiefs  WR Roger Lewis QB Joshua Dobbs RB Terrell Watson WR JuJu Smith-Schuster WR Derel Walker TE O.J. Howard,,,
366,797477589,karladfs (5/15),0,35.8,RB Joe Mixon RB Kareem Hunt FLEX C.J. Spiller DST Giants  QB Joshua Dobbs WR JuJu Smith-Schuster TE Xavier Grimble WR Trent Taylor WR Chris Godwin,,,
366,797454314,CongoSong (14/15),0,35.8,RB Joe Mixon FLEX Kareem Hunt TE Ross Travis DST Chiefs  RB Orleans Darkwa QB Joshua Dobbs WR JuJu Smith-Schuster WR Trent Taylor WR Freddie Martino,,,
366,797454315,CongoSong (15/15),0,35.8,RB Joe Mixon FLEX Kareem Hunt TE Ross Travis DST Chiefs  RB Orleans Darkwa QB Joshua Dobbs WR JuJu Smith-Schuster WR Trent Taylor WR Chris Godwin,,,
369,797462011,jeffblue103 (2/15),0,35.6,WR Josh Malone FLEX Tyler Kroft DST Bengals  RB Kareem Hunt WR Demarcus Robinson TE Gavin Escobar QB Joshua Dobbs RB Knile Davis WR JuJu Smith-Schuster,,,
370,797303504,Chrisav (2/9),0,35.56,QB AJ McCarron RB Joe Mixon FLEX Kareem Hunt WR Seantavius Jones TE Gavin Escobar RB Wayne Gallman WR Roger Lewis DST Giants  WR Aldrick Robinson,,,
371,797382733,PatSajak,0,35.5,FLEX Stanley Williams WR Tyler Boyd RB Kareem Hunt DST Chiefs  RB Wayne Gallman TE Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster WR Mike Evans,,,
371,797477593,karladfs (9/15),0,35.5,RB Joe Mixon RB Kareem Hunt FLEX Orleans Darkwa DST Giants  QB Joshua Dobbs WR JuJu Smith-Schuster TE Xavier Grimble WR Trent Taylor WR Chris Godwin,,,
373,797477585,karladfs (1/15),0,35.46,QB AJ McCarron RB Joe Mixon RB Kareem Hunt WR Darius Powe DST Giants  WR JuJu Smith-Schuster TE Xavier Grimble FLEX Matt Breida WR Trent Taylor,,,
374,797242316,Genghis_Khan1 (1/15),0,35.36,QB AJ McCarron RB Joe Mixon RB Kareem Hunt DST Giants  WR JuJu Smith-Schuster TE Xavier Grimble FLEX Matt Breida WR Trent Taylor WR Chris Godwin,,,
374,797242317,Genghis_Khan1 (2/15),0,35.36,QB AJ McCarron RB Joe Mixon RB Kareem Hunt DST Giants  WR JuJu Smith-Schuster FLEX Matt Breida WR Trent Taylor WR Chris Godwin TE O.J. Howard,,,
376,797515875,1giantniner (2/2),0,35.34,RB Joe Mixon WR Tyler Boyd TE Evan Engram QB C.J. Beathard RB Carlos Hyde FLEX Marquise Goodwin WR Tim Patrick DST 49ers  WR DeSean Jackson,,,
377,797464987,jmike96,0,35.3,WR Josh Malone RB Kareem Hunt WR Gehrig Dieter DST Giants  QB Joshua Dobbs TE Jake McGee RB Joe Williams WR Derel Walker FLEX O.J. Howard,,,
378,797239354,twenty9 (2/3),0,35.26,FLEX A.J. Green DST Bengals  RB Spencer Ware WR Tyreek Hill WR Martavis Bryant TE Jesse James WR Pierre Garcon QB Jameis Winston RB Charles Sims,,,
379,797345318,mrcse13 (1/15),0,35.2,WR Cody Core RB Wayne Gallman QB Joshua Dobbs TE Xavier Grimble WR Aldrick Robinson DST 49ers  RB Doug Martin WR DeSean Jackson FLEX Chris Godwin,,,
379,797361895,BomberFD,0,35.2,RB Kareem Hunt WR Seantavius Jones FLEX Tyreek Hill TE Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster RB Matt Breida WR Chris Godwin DST Buccaneers ,,,
381,797255787,SoulChild (2/15),0,35.14,TE Mason Schreck WR Demarcus Robinson QB Josh Johnson RB Wayne Gallman RB Orleans Darkwa WR Cobi Hamilton FLEX Trent Taylor WR DeSean Jackson DST Buccaneers ,,,
382,797494697,Immaculate11 (2/4),0,35.06,QB AJ McCarron FLEX Alex Erickson RB Kareem Hunt WR Seantavius Jones TE Evan Engram DST Giants  WR Eli Rogers RB Joe Williams WR Marquise Goodwin,,,
383,797469873,jeffblue103 (13/15),0,35,RB Joe Mixon WR Darius Powe TE Evan Engram DST Giants  QB Joshua Dobbs RB Knile Davis WR JuJu Smith-Schuster WR DeAndre Smelter FLEX Chris Godwin,,,
383,797498819,Ando37,0,35,RB Joe Mixon RB Kareem Hunt WR Chris Conley DST Chiefs  WR Martavis Bryant FLEX Pierre Garcon QB Ryan Fitzpatrick WR Adam Humphries TE Cameron Brate,,,
385,797272555,thegibson77 (11/15),0,34.86,QB AJ McCarron WR Alex Erickson TE Tyler Kroft RB Wayne Gallman RB Orleans Darkwa FLEX Travis Rudolph DST Giants  WR Trent Taylor WR Chris Godwin,,,
385,797268349,romansmom92 (1/2),0,34.86,RB Joe Mixon DST Bengals  RB Shane Smith WR Roger Lewis WR Canaan Severin WR Trent Taylor TE Cole Hikutini QB Jameis Winston FLEX Jacquizz Rodgers,,,
387,797312728,eksdonkey,0,34.76,FLEX Joe Mixon WR Brandon LaFell DST Bengals  QB Patrick Mahomes II RB C.J. Spiller WR Chris Conley TE Demetrius Harris RB Khalid Abdullah WR Odell Beckham Jr.,,,
387,797339172,joansawsomepicks,0,34.76,QB AJ McCarron RB Joe Mixon DST Chiefs  TE Evan Engram WR JuJu Smith-Schuster FLEX Aldrick Robinson RB Charles Sims WR Freddie Martino WR Adam Humphries,,,
389,797454310,CongoSong (10/15),0,34.7,RB Joe Mixon TE Tyler Kroft FLEX C.J. Spiller DST Chiefs  RB Orleans Darkwa QB Joshua Dobbs WR JuJu Smith-Schuster WR Trent Taylor WR Freddie Martino,,,
389,797454311,CongoSong (11/15),0,34.7,RB Joe Mixon TE Tyler Kroft FLEX C.J. Spiller DST Chiefs  RB Orleans Darkwa QB Joshua Dobbs WR JuJu Smith-Schuster WR Trent Taylor WR Chris Godwin,,,
389,797497878,supermt (1/3),0,34.7,RB Joe Mixon FLEX Kareem Hunt WR Seantavius Jones DST Chiefs  QB Joshua Dobbs WR JuJu Smith-Schuster RB Matt Breida WR Derel Walker TE O.J. Howard,,,
392,797229839,Zeechamp (9/15),0,34.5,RB Joe Mixon TE Tyler Kroft RB Kareem Hunt DST Chiefs  WR Travis Rudolph QB Joshua Dobbs FLEX Canaan Severin WR JuJu Smith-Schuster WR Chris Godwin,,,
392,797229841,Zeechamp (11/15),0,34.5,RB Joe Mixon TE Tyler Kroft RB Kareem Hunt WR Travis Rudolph QB Joshua Dobbs WR JuJu Smith-Schuster FLEX Matt Breida WR Chris Godwin DST Buccaneers ,,,
392,797454308,CongoSong (8/15),0,34.5,RB Joe Mixon TE Tyler Kroft FLEX Kareem Hunt DST Chiefs  RB Orleans Darkwa QB Joshua Dobbs WR JuJu Smith-Schuster WR Trent Taylor WR Chris Godwin,,,
395,797434270,Jegar (2/7),0,34.36,RB Joe Mixon QB Patrick Mahomes II RB Kareem Hunt WR Seantavius Jones TE Ross Travis DST Chiefs  FLEX Rhett Ellison WR JuJu Smith-Schuster WR Chris Godwin,,,
395,797438177,Jegar (3/7),0,34.36,RB Joe Mixon QB Patrick Mahomes II RB Kareem Hunt WR Seantavius Jones TE Ross Travis DST Chiefs  FLEX Rhett Ellison WR JuJu Smith-Schuster WR Chris Godwin,,,
397,797233852,rdog (3/3),0,34.3,WR Dwayne Harris QB Joshua Dobbs FLEX Darrius Heyward-Bey WR Justin Hunter RB Matt Breida DST 49ers  RB Peyton Barber WR Chris Godwin TE Alan Cross,,,
397,797441853,a_birdie_a_day (3/3),0,34.3,FLEX Stanley Williams TE Tyler Kroft DST Bengals  RB Wayne Gallman WR Roger Lewis QB Joshua Dobbs WR JuJu Smith-Schuster RB Doug Martin WR Mike Evans,,,
399,797454307,CongoSong (7/15),0,34.2,RB Joe Mixon TE Tyler Kroft FLEX Kareem Hunt DST Chiefs  RB Orleans Darkwa QB Joshua Dobbs WR Canaan Severin WR Trent Taylor WR Derel Walker,,,
400,797462377,jeffblue103 (8/15),0,34.1,WR Cody Core FLEX Tyler Kroft RB Kareem Hunt TE Evan Engram QB Joshua Dobbs DST Steelers  RB Doug Martin WR DeSean Jackson WR Bobo Wilson,,,
400,797508792,LatticeProject,0,34.1,RB Kareem Hunt DST Chiefs  FLEX Shane Smith QB Joshua Dobbs WR JuJu Smith-Schuster WR Trent Taylor RB Peyton Barber WR Derel Walker TE Alan Cross,,,
402,797454309,CongoSong (9/15),0,34,RB Joe Mixon TE Tyler Kroft FLEX C.J. Spiller DST Chiefs  RB Orleans Darkwa QB Joshua Dobbs WR JuJu Smith-Schuster WR Trent Taylor WR Josh Huff,,,
402,797497748,kversuk,0,34,FLEX Joe Mixon WR Tyler Boyd RB Kareem Hunt RB Wayne Gallman QB Joshua Dobbs WR Demarcus Ayers DST Steelers  WR Derel Walker TE O.J. Howard,,,
404,797301156,Chrisav (1/9),0,33.98,FLEX C.J. Spiller WR Seantavius Jones RB Wayne Gallman TE Evan Engram RB Joe Williams WR Trent Taylor DST 49ers  QB Ryan Griffin WR Chris Godwin,,,
405,797477586,karladfs (2/15),0,33.96,QB AJ McCarron RB Joe Mixon RB Kareem Hunt DST Giants  WR JuJu Smith-Schuster TE Xavier Grimble FLEX Joe Williams WR Trent Taylor WR Chris Godwin,,,
405,797477587,karladfs (3/15),0,33.96,QB AJ McCarron RB Joe Mixon RB Kareem Hunt DST Giants  WR JuJu Smith-Schuster FLEX Joe Williams WR Trent Taylor WR Chris Godwin TE O.J. Howard,,,
407,797255792,SoulChild (7/15),0,33.86,QB AJ McCarron RB Joe Mixon WR Roger Lewis TE Evan Engram DST Giants  WR Canaan Severin WR JuJu Smith-Schuster FLEX Trent Taylor RB Jeremy McNichols,,,
407,797275586,Archibus (4/15),0,33.86,QB AJ McCarron RB Joe Mixon RB C.J. Spiller WR Tyreek Hill WR Roger Lewis TE Evan Engram DST Giants  FLEX Darrius Heyward-Bey WR Trent Taylor,,,
407,797477591,karladfs (7/15),0,33.86,RB Joe Mixon RB Kareem Hunt QB Geno Smith FLEX Travis Rudolph DST Giants  WR JuJu Smith-Schuster TE Xavier Grimble WR Trent Taylor WR Chris Godwin,,,
410,797479636,Jgoolsby (12/15),0,33.8,WR Tyler Boyd RB Kareem Hunt TE Gavin Escobar WR Roger Lewis QB Joshua Dobbs FLEX JuJu Smith-Schuster RB Matt Breida WR Trent Taylor DST Buccaneers ,,,
411,797475720,corylynn22 (1/2),0,33.76,QB AJ McCarron RB Joe Mixon WR Cody Core FLEX Kareem Hunt TE Gavin Escobar DST Chiefs  RB Terrell Watson WR JuJu Smith-Schuster WR Chris Godwin,,,
412,797158716,tdb13,0,33.7,FLEX Joe Mixon WR Jehu Chesson QB Joshua Dobbs RB James Conner WR JuJu Smith-Schuster DST Steelers  RB Jeremy McNichols WR Chris Godwin TE O.J. Howard,,,
412,797544806,Bdal2355 (1/2),0,33.7,WR Alex Erickson RB C.J. Spiller DST Chiefs  FLEX Paul Perkins QB Joshua Dobbs RB Knile Davis WR Eli Rogers WR JuJu Smith-Schuster TE Xavier Grimble,,,
412,797551924,Bdal2355 (2/2),0,33.7,WR Alex Erickson RB C.J. Spiller DST Chiefs  FLEX Paul Perkins QB Joshua Dobbs RB Knile Davis WR Eli Rogers WR JuJu Smith-Schuster TE Xavier Grimble,,,
415,797340903,Tinker42,0,33.62,RB Joe Mixon WR Brandon Marshall WR Martavis Bryant QB Matt Barkley RB Joe Williams WR Marquise Goodwin FLEX Trent Taylor DST 49ers  TE O.J. Howard,,,
416,797380532,Reitz49,0,33.56,FLEX Joe Mixon DST Bengals  QB Patrick Mahomes II RB Kareem Hunt WR Chris Conley WR JuJu Smith-Schuster RB Jeremy McNichols WR Chris Godwin TE O.J. Howard,,,
416,797552204,Jupiter13,0,33.56,QB AJ McCarron WR Alex Erickson RB Kareem Hunt TE Gavin Escobar RB Wayne Gallman DST Giants  WR JuJu Smith-Schuster WR Trent Taylor FLEX Chris Godwin,,,
418,797530893,UNLIMITED1 (2/3),0,33.54,FLEX Jeremy Hill WR Brandon LaFell TE Tyler Eifert DST Chiefs  QB Josh Johnson RB Knile Davis RB Fitzgerald Toussaint WR DeSean Jackson WR Mike Evans,,,
419,797462397,jeffblue103 (10/15),0,33.5,WR Cody Core WR Josh Malone TE Gavin Escobar QB Joshua Dobbs RB Knile Davis RB Doug Martin FLEX DeSean Jackson WR Chris Godwin DST Buccaneers ,,,
420,797536802,vince1389,0,33.4,WR Alex Erickson FLEX C.J. Spiller DST Chiefs  RB Paul Perkins WR Brandon Marshall TE Evan Engram QB Joshua Dobbs WR Justin Hunter RB Joe Williams,,,
421,797402962,nagurski54,0,33.36,QB AJ McCarron RB Joe Mixon WR Tyler Boyd TE Tyler Kroft RB Kareem Hunt FLEX Wayne Gallman WR Trent Taylor WR Mike Evans DST Buccaneers ,,,
422,797279018,bucsKG,0,33.3,RB Kareem Hunt DST Chiefs  FLEX Roger Lewis TE Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster WR Trent Taylor RB Jeremy McNichols WR Chris Godwin,,,
422,797463539,Grnder_786 (1/2),0,33.3,TE Tyler Kroft WR Demarcus Robinson DST Chiefs  FLEX Roger Lewis QB Joshua Dobbs RB Terrell Watson WR Marcus Tucker RB Peyton Barber WR Derel Walker,,,
424,797550699,GiantBallOfOil (1/2),0,33.26,QB AJ McCarron WR Josh Malone TE Tyler Kroft RB Kareem Hunt DST Chiefs  WR Travis Rudolph RB Knile Davis FLEX JuJu Smith-Schuster WR Chris Godwin,,,
425,797304933,Chrisav (6/9),0,33.22,QB Tyler Bray WR Roger Lewis FLEX Terrell Watson RB Kyle Juszczyk WR Aldrick Robinson RB Peyton Barber WR Chris Godwin TE O.J. Howard DST Buccaneers ,,,
426,797454313,CongoSong (13/15),0,33.2,RB Joe Mixon FLEX Kareem Hunt TE Ross Travis DST Chiefs  RB Orleans Darkwa WR Travis Rudolph QB Joshua Dobbs WR JuJu Smith-Schuster WR Chris Godwin,,,
426,797462317,jeffblue103 (6/15),0,33.2,WR Cody Core DST Bengals  WR Gehrig Dieter FLEX Demarcus Robinson WR Darius Powe TE Evan Engram QB Joshua Dobbs RB Knile Davis RB Doug Martin,,,
428,797320051,BigDuffy,0,33.12,RB Joe Mixon WR Alex Erickson RB Kareem Hunt WR Roger Lewis QB Matt Barkley WR Bobo Wilson FLEX Chris Godwin TE O.J. Howard DST Buccaneers ,,,
429,797554320,paulm5117,0,32.92,QB Tyler Bray WR Seantavius Jones DST Chiefs  RB Terrell Watson WR JuJu Smith-Schuster RB Kyle Juszczyk WR Trent Taylor FLEX Peyton Barber TE O.J. Howard,,,
430,797345328,mrcse13 (11/15),0,32.9,RB Joe Mixon RB Kareem Hunt TE Gavin Escobar QB Joshua Dobbs WR Marcus Tucker WR Mike Evans FLEX Derel Walker WR Chris Godwin DST Buccaneers ,,,
430,797463705,slaptown,0,32.9,RB Joe Mixon RB Kareem Hunt FLEX C.J. Spiller DST Chiefs  QB Joshua Dobbs WR Canaan Severin WR JuJu Smith-Schuster WR Chris Godwin TE O.J. Howard,,,
430,797271160,jmiles10,0,32.9,RB Joe Mixon DST Chiefs  RB Orleans Darkwa QB Joshua Dobbs FLEX Carlos Hyde WR Marquise Goodwin WR Trent Taylor WR Adam Humphries TE O.J. Howard,,,
433,797534990,Shootinputin555 (2/2),0,32.8,RB Kareem Hunt WR Travis Rudolph TE Evan Engram QB Joshua Dobbs WR Demarcus Ayers RB Carlos Hyde FLEX Mike Evans WR Chris Godwin DST Buccaneers ,,,
434,797406787,b3achbxy,0,32.7,RB Joe Mixon FLEX Kareem Hunt WR De'Anthony Thomas DST Chiefs  RB Khalid Abdullah WR Roger Lewis QB Joshua Dobbs WR JuJu Smith-Schuster TE O.J. Howard,,,
435,797545515,LCTS,0,32.68,RB Joe Mixon WR Alex Erickson DST Chiefs  QB Davis Webb WR Dwayne Harris WR JuJu Smith-Schuster RB Joe Williams FLEX Quayvon Hicks TE O.J. Howard,,,
436,797479637,Jgoolsby (13/15),0,32.64,RB Stanley Williams RB Tra Carson WR Cody Core WR Tyler Boyd QB Josh Johnson DST Steelers  FLEX Marquise Goodwin WR Josh Huff TE O.J. Howard,,,
437,797469773,jeffblue103 (12/15),0,32.6,WR Cody Core WR Josh Malone RB Kareem Hunt FLEX Gehrig Dieter QB Joshua Dobbs RB Trey Williams DST 49ers  WR DeSean Jackson TE O.J. Howard,,,
437,797479639,Jgoolsby (15/15),0,32.6,TE Tyler Kroft RB Kareem Hunt WR Demarcus Robinson FLEX Wayne Gallman WR Roger Lewis QB Joshua Dobbs WR Marcus Tucker RB Matt Breida DST 49ers ,,,
439,797524148,imback31788,0,32.36,FLEX Spencer Ware QB Geno Smith RB Orleans Darkwa WR Brandon Marshall WR Roger Lewis TE Will Tye DST Giants  RB Charles Sims WR Derel Walker,,,
439,797528907,nlozzi77,0,32.36,QB AJ McCarron RB Joe Mixon WR Tyler Boyd RB Kareem Hunt DST Chiefs  FLEX Wayne Gallman WR JuJu Smith-Schuster WR Mike Evans TE O.J. Howard,,,
441,797463764,Mallen21 (2/15),0,32.26,QB AJ McCarron RB Joe Mixon WR Alex Erickson FLEX Kareem Hunt TE Ross Travis DST Chiefs  RB Orleans Darkwa WR Darius Powe WR Freddie Martino,,,
442,797240124,MikeRev,0,32.1,RB Joe Mixon WR Seantavius Jones DST Chiefs  WR Roger Lewis TE Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster RB Kapri Bibbs FLEX Peyton Barber,,,
443,797454312,CongoSong (12/15),0,32,RB Joe Mixon FLEX Kareem Hunt TE Ross Travis DST Chiefs  RB Orleans Darkwa WR Darius Powe QB Joshua Dobbs WR JuJu Smith-Schuster WR Chris Godwin,,,
444,797557636,WBNECrew (11/15),0,31.96,RB Stanley Williams FLEX Jeremy Hill WR Brandon LaFell WR A.J. Green TE Cethan Carter RB Carlos Hyde QB Jameis Winston WR Mike Evans DST Buccaneers ,,,
445,797222655,Zeechamp (4/15),0,31.94,RB Joe Mixon WR Alex Erickson RB Kareem Hunt QB Josh Johnson WR Travis Rudolph TE Evan Engram FLEX JuJu Smith-Schuster WR Chris Godwin DST Buccaneers ,,,
446,797281692,indy10000,0,31.8,RB Kareem Hunt DST Chiefs  WR Roger Lewis QB Joshua Dobbs WR JuJu Smith-Schuster FLEX Trent Taylor RB Peyton Barber WR Bobo Wilson TE O.J. Howard,,,
446,797345322,mrcse13 (5/15),0,31.8,RB Stanley Williams RB C.J. Spiller WR Seantavius Jones TE Gavin Escobar QB Joshua Dobbs FLEX Marcus Tucker DST Steelers  WR Adam Humphries WR Derel Walker,,,
448,797155831,Thyde1219 (6/6),0,31.76,WR Karel Hamilton QB Geno Smith RB Orleans Darkwa WR Jerome Lane WR Travis Rudolph TE Rhett Ellison DST Giants  FLEX Fitzgerald Toussaint RB Jacquizz Rodgers,,,
449,797535199,kbrady71,0,31.7,RB Stanley Williams FLEX Joe Mixon DST Chiefs  QB Joshua Dobbs RB Brandon Brown-Dukes WR Justin Hunter TE Phazahn Odom WR DeSean Jackson WR Mike Evans,,,
449,797360251,Notchy22,0,31.7,WR Tyler Boyd RB Wayne Gallman TE Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster RB Joe Williams FLEX Logan Paulsen DST 49ers  WR Freddie Martino,,,
451,797450998,robert4040,0,31.68,QB Jeff Driskel RB Joe Mixon RB Paul Perkins WR Brandon Marshall WR Eli Rogers WR Pierre Garcon TE Garrett Celek FLEX Blake Sims DST Buccaneers ,,,
452,797236920,D4L210 (1/3),0,31.66,RB Joe Mixon WR Tyler Boyd QB Patrick Mahomes II DST Chiefs  RB Wayne Gallman TE Evan Engram WR JuJu Smith-Schuster WR Marquise Goodwin FLEX Chris Godwin,,,
452,797239466,D4L210 (2/3),0,31.66,RB Joe Mixon WR Tyler Boyd QB Patrick Mahomes II DST Chiefs  RB Wayne Gallman TE Evan Engram WR JuJu Smith-Schuster WR Marquise Goodwin FLEX Chris Godwin,,,
452,797239469,D4L210 (3/3),0,31.66,RB Joe Mixon WR Tyler Boyd QB Patrick Mahomes II DST Chiefs  RB Wayne Gallman TE Evan Engram WR JuJu Smith-Schuster WR Marquise Goodwin FLEX Chris Godwin,,,
452,797242322,Genghis_Khan1 (7/15),0,31.66,QB AJ McCarron RB Joe Mixon RB Kareem Hunt FLEX Travis Rudolph DST Giants  WR JuJu Smith-Schuster TE Xavier Grimble WR Trent Taylor WR Chris Godwin,,,
456,797502959,canowhoopass (4/6),0,31.6,RB Stanley Williams RB Kareem Hunt WR Roger Lewis QB Joshua Dobbs WR JuJu Smith-Schuster FLEX Matt Breida DST 49ers  WR Chris Godwin TE O.J. Howard,,,
457,797557639,WBNECrew (14/15),0,31.56,QB AJ McCarron RB Stanley Williams FLEX Jeremy Hill RB Giovani Bernard WR Brandon LaFell WR A.J. Green TE Cethan Carter DST Chiefs  WR Mike Evans,,,
458,797227557,rdog (2/3),0,31.46,QB Patrick Mahomes II RB Devine Redding WR Jehu Chesson WR Seantavius Jones TE Evan Engram RB Matt Breida FLEX Trent Taylor WR Chris Godwin DST Buccaneers ,,,
458,797543942,Mega_Super (1/2),0,31.46,QB AJ McCarron RB Joe Mixon WR Tyler Boyd TE Tyler Kroft RB Kareem Hunt FLEX Evan Engram WR JuJu Smith-Schuster DST Steelers  WR Adam Humphries,,,
460,797469893,jeffblue103 (14/15),0,31.4,RB Joe Mixon WR Darius Powe WR Travis Rudolph TE Evan Engram QB Joshua Dobbs RB Trey Williams WR Trent Taylor FLEX O.J. Howard DST Buccaneers ,,,
461,797441931,Shootinputin555 (1/2),0,31.3,RB Joe Mixon WR Cody Core WR Travis Rudolph TE Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster RB Carlos Hyde FLEX Chris Godwin DST Buccaneers ,,,
462,797555659,UNLIMITED1 (3/3),0,31.2,WR Tyreek Hill DST Chiefs  RB Fitzgerald Toussaint FLEX Pierre Garcon WR Marquise Goodwin QB Ryan Fitzpatrick RB Doug Martin WR DeSean Jackson TE Cameron Brate,,,
463,797462329,jeffblue103 (7/15),0,31.1,WR Cody Core FLEX Tyler Kroft WR Gehrig Dieter TE Gavin Escobar DST Chiefs  QB Joshua Dobbs RB Trey Williams RB Knile Davis WR Trent Taylor,,,
464,797345320,mrcse13 (3/15),0,31,FLEX Demarcus Robinson RB Wayne Gallman WR Travis Rudolph QB Joshua Dobbs WR Jeremy Kerley WR Aldrick Robinson RB Jeremy McNichols TE O.J. Howard DST Buccaneers ,,,
465,797550531,jmoyer79,0,30.9,RB Joe Mixon DST Chiefs  WR Kevin Norwood TE Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster RB Jacquizz Rodgers WR Chris Godwin FLEX O.J. Howard,,,
466,797507038,Fred.Crawford,0,30.82,FLEX Joe Mixon TE Tyler Kroft RB Kareem Hunt RB Orleans Darkwa WR Roger Lewis DST Giants  WR JuJu Smith-Schuster QB Matt Barkley WR Chris Godwin,,,
467,797516256,albcool,0,30.8,RB Joe Mixon RB Kareem Hunt DST Chiefs  QB Joshua Dobbs FLEX Canaan Severin WR JuJu Smith-Schuster WR Derel Walker WR Chris Godwin TE O.J. Howard,,,
468,797542581,kjmoore30,0,30.76,FLEX Joe Mixon RB Wayne Gallman WR Travis Rudolph WR Demarcus Ayers RB Joe Williams WR Marquise Goodwin DST 49ers  QB Jameis Winston TE O.J. Howard,,,
469,797368192,Swordshark22,0,30.7,RB Joe Mixon WR Tyler Boyd RB Kareem Hunt DST Chiefs  FLEX Wayne Gallman QB Joshua Dobbs WR JuJu Smith-Schuster WR Chris Godwin TE O.J. Howard,,,
469,797509372,bucklabdog0,0,30.7,RB Joe Mixon FLEX Kareem Hunt DST Chiefs  QB Joshua Dobbs RB Fitzgerald Toussaint WR JuJu Smith-Schuster WR Marquise Goodwin WR Chris Godwin TE Antony Auclair,,,
471,797463541,IA2015,0,30.66,RB Joe Mixon WR Tyler Boyd QB Patrick Mahomes II WR Tyreek Hill DST Chiefs  RB Fitzgerald Toussaint WR JuJu Smith-Schuster FLEX Charles Sims TE O.J. Howard,,,
472,797355132,snowpen66,0,30.5,RB Joe Mixon WR Brandon LaFell WR Tyreek Hill DST Chiefs  RB Paul Perkins QB Joshua Dobbs WR JuJu Smith-Schuster FLEX DeSean Jackson TE O.J. Howard,,,
473,797448251,Jegar (6/7),0,30.46,QB AJ McCarron RB Joe Mixon WR Alex Erickson RB Kareem Hunt TE Gavin Escobar DST Chiefs  WR Darius Powe FLEX Travis Rudolph WR Justin Hunter,,,
473,797242326,Genghis_Khan1 (11/15),0,30.46,QB AJ McCarron RB Joe Mixon RB Kareem Hunt FLEX Darius Powe DST Giants  WR JuJu Smith-Schuster WR Trent Taylor WR Chris Godwin TE O.J. Howard,,,
